Mitchell Starc,29.0,35.0,61.0,84.0,58.0,52.0,99.0,68.0,32.0,0
Marcus Stoinis,52.0,87.0,146.0,10.0
Anthony Stuart,1.0
Andrew Symonds,58.0,162.0,107.0,156.0,156.0,104.0,143.0,43.0,60.0,47.0,68.0,0
Shaun Tait,1.0,0.0,6.0,9.0,8.0,11.0,4.0
Mark Taylor,2.0,334.0,129.0,105.0,123.0,70.0,170.0,100.0,144.0,101.0,219.0
Peter Taylor,33.0,31.0,87.0,36.0,54.0,42.0
Alan Thomson,0,16.0
Jeff Thomson,28.0,12.0,25.0,22.0,15.0,8.0,24.0,41.0,6.0,49.0,23.0,19.0
Peter Toohey,54.0,122.0,83.0
Chris Tremain,23.0
Glenn Trimble,4.0
Alan Turner,24.42,45.25,28.35
Ashton Turner,84.0,18.0
Andrew Tye,20.0,0.0,4.0
Mike Veletta,9.0,17.0,68.0,48.0
Adam Voges,239.0,269.0,112.0,80.0,45.0,72.0,0,26.0
Matthew Wade,100.0,76.0,71.0,52.0,102.0,106.0,10.0
Max Walker,4.0,5.0,9.0,78.0,8.0,41.0,41.0,23.0,11.0
Doug Walters,78.0,107.0,34.0,250.0,107.0,71.0,104.0,112.0,20.0,55.0,112.0,242.0,94.0,60.0,155.0
Shane Warne,71.0,43.0,90.0,53.0,0.0,63.0,99.0,32.0,86.0,35.0,53.0,33.0,36.0,55.0,74.0,35.0
David Warner,63.0,179.0,173.0,253.0,145.0,124.0,180.0,123.0,72.0,89.0
Graeme Watson,13.0,17.0,50.0
Shane Watson,124.0,81.0,82.0,176.0,83.0,185.0,126.0,136.0,126.0,68.0,79.0,66.0,18.0,35.0,77.0
Mark Waugh,55.0,173.0,119.0,121.0,153.0,116.0,130.0,126.0,140.0,137.0,112.0,139.0,40.0,42.0,32.0
Steve Waugh,80.0,156.0,103.0,157.0,151.0,199.0,157.0,160.0,170.0,200.0,164.0,157.0,55.0,65.0,64.0,177.0,91.0,83.0,81.0,13.0
Dirk Wellham,97.0,43.0,13.0,103.0
Kepler Wessels,105.0,92.0,118.0,90.0,83.0,173.0,179.0,162.0
Dav Whatmore,2.0,22.53
Cameron White,17.0,0.0,75.0,22.0,45.0,105.0,105.0,46.0,45.0,0.0
Mike Whitney,2.0,13.0,7.0,2.0,3.0,6.0,1.0,4.0
Brad Williams,2.0,11.0,13.0
Paul Wilson,1.33,0
Graeme Wood,39.0,111.0,172.0,68.0,91.0,100.0,125.0,112.0,35.0,126.0
Ashley Woodcock,40.0
Roger Woolley,10.5,31.0
Daniel Worrall,0
Graham Yallop,42.0,268.0,114.0,172.0,167.0,121.0,57.0
Bruce Yardley,24.0,53.0,28.0,61.0,74.0
Bradley Young,0,15.5
Adam Zampa,8.0,22.0,5.0,12.0
Andrew Zesers,0
Tim Zoehrer,9.0,50.0,52.0
Minhajul Abedin,68.0,45.0,18.0,26.0,33.0,22.0,40.0
Nurul Abedin,2.0,13.0
Aftab Ahmed,46.0,61.0,92.0,66.0,82.0,67.0
Faruk Ahmed,9.0,57.0,14.0
Jamaluddin Ahmed,0
Nasir Ahmed,11.0,9.0
Sajjad Ahmed,7.5
Salahuddin Ahmed,12.0
Shafiuddin Ahmed,3.0,2.0,6.0,11.0
Taskin Ahmed,8.0,33.0,15.0,2.0,0.0
Jahangir Alam,0.0,2.0
Rafiqul Alam,12.0
Mahbubul Alam,40.5,1.25
Jahangir Alam Talukdar,0
Shakib Al Hasan,61.0,97.0,217.0,79.0,89.0,137.0,81.0,97.0,144.0,106.0,105.0,108.0,134.0,67.0
Gazi Ashraf,18.0,11.0,10.0
Tareq Aziz,11.0,3.0,7.0
Tapash Baisya,18.0,0,33.0,66.0,25.0,52.0
Habibul Bashar,25.0,78.0,76.0,94.0,113.0,108.0,53.0,108.0,71.0,25.0,15.0,70.0,16.0
Liton Das,76.0,121.0,70.0,50.0
Gholam Faruq,0,23.0,14.0
Wahidul Gani,0
Sohag Gazi,3.0,42.0,101.0,30.0
Dhiman Ghosh,12.7
Anamul Haque,35.0,47.0,109.0,40.0,120.0
Ariful Haque,21.0
Ehsanul Haque,7.0,9.0
Enamul Haque,11.0,32.0,24.0,7.0,19.0,4.0,8.0,8.0,18.0
Enamul Haque Jr,6.0,13.0,6.0,0.0,3.0,4.0,0.0,9.0
Mazharul Haque,3.0
Mominul Haque,15.0,176.0,77.0,66.0,80.0,131.0,181.0,31.0
Shariful Haque,10.0
Abul Hasan,7.0,0,1.0,25.0,113.0
Nurul Hasan,64.0,47.0,44.0
Raquibul Hasan,8.5
Zakir Hasan,0
Raqibul Hasan,41.0,76.0,78.0,89.0
Mehidy Hasan Miraz,37.0,68.0,51.0,2.0
Tanbir Hayder,2.5
Abu Hider,22.0,14.0
Shuvagata Hom,25.0,39.0,50.0,35.0
Al-Amin Hossain,0.0,1.0,32.0,5.0
Anwar Hossain,18.66
Azhar Hossain,54.0,10.0
Faisal Hossain,8.0,17.0
Hasibul Hossain,1.0,6.0,31.0,28.0,16.0,21.0,21.0,1.0
Jubair Hossain,2.5,6.5
